id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
N,NORTE,2008-02-17,3405.94708333
NE,NORDESTE,2008-02-17,6769.63666667
S,SUL,2008-02-17,7220.29083333
SE,SUDESTE,2008-02-17,28276.57250000
N,NORTE,2008-02-18,3538.44166667
NE,NORDESTE,2008-02-18,7692.34416667
S,SUL,2008-02-18,9580.90166667
SE,SUDESTE,2008-02-18,33265.90041667
N,NORTE,2008-02-19,3608.02500000
NE,NORDESTE,2008-02-19,7895.62958333
S,SUL,2008-02-19,9949.13208333
SE,SUDESTE,2008-02-19,33496.07250000
N,NORTE,2008-02-20,3596.56291667
NE,NORDESTE,2008-02-20,7882.84166667
S,SUL,2008-02-20,9997.74291667
SE,SUDESTE,2008-02-20,33836.07333333
N,NORTE,2008-02-21,3566.08458333
NE,NORDESTE,2008-02-21,7878.79666667
S,SUL,2008-02-21,10024.52000000
SE,SUDESTE,2008-02-21,33953.24250000
N,NORTE,2008-02-22,3548.57458333
NE,NORDESTE,2008-02-22,7861.85541667
S,SUL,2008-02-22,10027.87958333
SE,SUDESTE,2008-02-22,34001.79750000
N,NORTE,2008-02-23,3504.29791667
NE,NORDESTE,2008-02-23,7510.03583333
S,SUL,2008-02-23,8727.59916667
SE,SUDESTE,2008-02-23,31444.35041667
N,NORTE,2008-02-24,3433.56458333
NE,NORDESTE,2008-02-24,6994.26791667
S,SUL,2008-02-24,7278.21166667
SE,SUDESTE,2008-02-24,27859.82708333
N,NORTE,2008-02-25,3623.36708333
NE,NORDESTE,2008-02-25,7939.74791667
S,SUL,2008-02-25,9655.29333333
SE,SUDESTE,2008-02-25,32512.43833333
N,NORTE,2008-02-26,3669.37250000
NE,NORDESTE,2008-02-26,7862.90083333
S,SUL,2008-02-26,9953.93625000
SE,SUDESTE,2008-02-26,33134.51625000
N,NORTE,2008-02-27,3648.88333333
NE,NORDESTE,2008-02-27,7721.44208333
S,SUL,2008-02-27,10021.01000000
SE,SUDESTE,2008-02-27,33343.08875000
N,NORTE,2008-02-28,3662.71583333
NE,NORDESTE,2008-02-28,7686.53833333
S,SUL,2008-02-28,9671.39125000
SE,SUDESTE,2008-02-28,33292.16250000
N,NORTE,2008-02-29,3619.63916667
NE,NORDESTE,2008-02-29,7604.99458333
S,SUL,2008-02-29,9248.90916667
SE,SUDESTE,2008-02-29,33331.05583333
N,NORTE,2008-03-01,3461.25875000
NE,NORDESTE,2008-03-01,7221.12125000
S,SUL,2008-03-01,7896.08291667
SE,SUDESTE,2008-03-01,30901.82000000
N,NORTE,2008-03-02,3282.73458333
NE,NORDESTE,2008-03-02,6680.82416667
S,SUL,2008-03-02,6633.98208333
SE,SUDESTE,2008-03-02,28123.90666667
N,NORTE,2008-03-03,3564.59541667
NE,NORDESTE,2008-03-03,7681.21125000
S,SUL,2008-03-03,9045.13500000
SE,SUDESTE,2008-03-03,33687.10125000
N,NORTE,2008-03-04,3610.37916667
NE,NORDESTE,2008-03-04,7864.58458333
S,SUL,2008-03-04,9477.46500000
SE,SUDESTE,2008-03-04,34636.86166667
N,NORTE,2008-03-05,3607.63333333
NE,NORDESTE,2008-03-05,7849.57791667
S,SUL,2008-03-05,9529.31750000
SE,SUDESTE,2008-03-05,35270.00333333
N,NORTE,2008-03-06,3603.70875000
NE,NORDESTE,2008-03-06,7892.05916667
S,SUL,2008-03-06,9701.61458333
SE,SUDESTE,2008-03-06,35221.25333333
N,NORTE,2008-03-07,3619.33083333
NE,NORDESTE,2008-03-07,7880.72000000
S,SUL,2008-03-07,9747.24500000
SE,SUDESTE,2008-03-07,35081.23500000
N,NORTE,2008-03-08,3529.09250000
NE,NORDESTE,2008-03-08,7422.91750000
S,SUL,2008-03-08,8612.78583333
SE,SUDESTE,2008-03-08,32110.08625000
N,NORTE,2008-03-09,3339.72291667
NE,NORDESTE,2008-03-09,6755.75791667
S,SUL,2008-03-09,7277.29916667
SE,SUDESTE,2008-03-09,28651.90333333
N,NORTE,2008-03-10,3628.46458333
NE,NORDESTE,2008-03-10,7720.08041667
S,SUL,2008-03-10,9618.09000000
SE,SUDESTE,2008-03-10,33853.10666667
N,NORTE,2008-03-11,3561.37208333
NE,NORDESTE,2008-03-11,7994.02458333
S,SUL,2008-03-11,9640.50250000
SE,SUDESTE,2008-03-11,34588.05583333
N,NORTE,2008-03-12,3644.84958333
NE,NORDESTE,2008-03-12,7865.12416667
S,SUL,2008-03-12,9405.51125000
SE,SUDESTE,2008-03-12,34641.27625000
N,NORTE,2008-03-13,3639.36583333
NE,NORDESTE,2008-03-13,7874.81916667
S,SUL,2008-03-13,9262.13416667
SE,SUDESTE,2008-03-13,34269.56416667
N,NORTE,2008-03-14,3624.86500000
NE,NORDESTE,2008-03-14,7951.12000000
S,SUL,2008-03-14,9152.05500000
SE,SUDESTE,2008-03-14,33145.22250000
N,NORTE,2008-03-15,3499.27791667
NE,NORDESTE,2008-03-15,7347.84291667
S,SUL,2008-03-15,8012.26708333
SE,SUDESTE,2008-03-15,30489.96166667
N,NORTE,2008-03-16,3294.75958333
NE,NORDESTE,2008-03-16,6838.23666667
S,SUL,2008-03-16,6597.24500000
SE,SUDESTE,2008-03-16,27210.23125000
N,NORTE,2008-03-17,3561.18833333
NE,NORDESTE,2008-03-17,7594.15125000
S,SUL,2008-03-17,9229.09750000
SE,SUDESTE,2008-03-17,32056.23083333
N,NORTE,2008-03-18,3642.30458333
NE,NORDESTE,2008-03-18,7588.95000000
S,SUL,2008-03-18,9508.27375000
SE,SUDESTE,2008-03-18,33376.50375000
N,NORTE,2008-03-19,3618.87916667
NE,NORDESTE,2008-03-19,7437.18458333
S,SUL,2008-03-19,9827.96416667
SE,SUDESTE,2008-03-19,33593.60500000
N,NORTE,2008-03-20,3522.39791667
NE,NORDESTE,2008-03-20,7178.45458333
S,SUL,2008-03-20,9742.10000000
SE,SUDESTE,2008-03-20,33504.95416667
N,NORTE,2008-03-21,3377.76916667
NE,NORDESTE,2008-03-21,6249.66250000
S,SUL,2008-03-21,7257.04791667
SE,SUDESTE,2008-03-21,28445.07208333
N,NORTE,2008-03-22,3506.17541667
NE,NORDESTE,2008-03-22,6702.20708333
S,SUL,2008-03-22,7577.62208333
SE,SUDESTE,2008-03-22,29444.31875000
N,NORTE,2008-03-23,3409.13583333
NE,NORDESTE,2008-03-23,6472.40541667
S,SUL,2008-03-23,6637.92708333
SE,SUDESTE,2008-03-23,27542.62958333
N,NORTE,2008-03-24,3687.37958333
NE,NORDESTE,2008-03-24,7332.21958333
S,SUL,2008-03-24,9132.06791667
SE,SUDESTE,2008-03-24,33233.87708333
N,NORTE,2008-03-25,3708.46083333
NE,NORDESTE,2008-03-25,7457.60208333
S,SUL,2008-03-25,9564.98166667
SE,SUDESTE,2008-03-25,33988.98750000
N,NORTE,2008-03-26,3706.78791667
NE,NORDESTE,2008-03-26,7572.08125000
S,SUL,2008-03-26,9811.27958333
SE,SUDESTE,2008-03-26,33673.57125000
N,NORTE,2008-03-27,3675.99750000
NE,NORDESTE,2008-03-27,7619.17125000
S,SUL,2008-03-27,9844.75375000
SE,SUDESTE,2008-03-27,33678.46750000
N,NORTE,2008-03-28,3702.75875000
NE,NORDESTE,2008-03-28,7611.08000000
S,SUL,2008-03-28,9600.41416667
SE,SUDESTE,2008-03-28,33778.92416667
N,NORTE,2008-03-29,3580.44666667
NE,NORDESTE,2008-03-29,7269.48791667
S,SUL,2008-03-29,8457.03333333
SE,SUDESTE,2008-03-29,31375.15708333
N,NORTE,2008-03-30,3418.93041667
NE,NORDESTE,2008-03-30,6709.97375000
S,SUL,2008-03-30,6995.16041667
SE,SUDESTE,2008-03-30,27715.37416667
N,NORTE,2008-03-31,3635.21916667
NE,NORDESTE,2008-03-31,7304.98166667
S,SUL,2008-03-31,9062.33708333
SE,SUDESTE,2008-03-31,32334.75750000
N,NORTE,2008-04-01,3625.29666667
NE,NORDESTE,2008-04-01,7366.53250000
S,SUL,2008-04-01,9422.01458333
SE,SUDESTE,2008-04-01,33176.56583333
N,NORTE,2008-04-02,3619.03666667
NE,NORDESTE,2008-04-02,7344.84708333
S,SUL,2008-04-02,9423.81333333
SE,SUDESTE,2008-04-02,33590.75583333
N,NORTE,2008-04-03,3694.45375000
NE,NORDESTE,2008-04-03,7416.02625000
S,SUL,2008-04-03,9193.50583333
SE,SUDESTE,2008-04-03,33884.99333333
N,NORTE,2008-04-04,3630.34625000
NE,NORDESTE,2008-04-04,7529.04416667
S,SUL,2008-04-04,9119.71958333
SE,SUDESTE,2008-04-04,33360.74041667
N,NORTE,2008-04-05,3434.43875000
NE,NORDESTE,2008-04-05,7138.98916667
S,SUL,2008-04-05,7990.27416667
SE,SUDESTE,2008-04-05,30190.98208333
N,NORTE,2008-04-06,3158.84208333
NE,NORDESTE,2008-04-06,6588.76833333
S,SUL,2008-04-06,6746.21916667
SE,SUDESTE,2008-04-06,26918.65208333
N,NORTE,2008-04-07,3557.07416667
NE,NORDESTE,2008-04-07,7357.09875000
S,SUL,2008-04-07,9125.45000000
SE,SUDESTE,2008-04-07,32225.05500000
N,NORTE,2008-04-08,3581.26041667
NE,NORDESTE,2008-04-08,7416.97791667
S,SUL,2008-04-08,9603.42916667
SE,SUDESTE,2008-04-08,33394.83583333
N,NORTE,2008-04-09,3624.82083333
NE,NORDESTE,2008-04-09,7519.69583333
S,SUL,2008-04-09,9683.66291667
SE,SUDESTE,2008-04-09,33936.22250000
N,NORTE,2008-04-10,3637.76541667
NE,NORDESTE,2008-04-10,7646.09875000
S,SUL,2008-04-10,9684.68958333
SE,SUDESTE,2008-04-10,34444.39125000
N,NORTE,2008-04-11,3629.49625000
NE,NORDESTE,2008-04-11,7647.15125000
S,SUL,2008-04-11,9680.50958333
SE,SUDESTE,2008-04-11,34523.66583333
N,NORTE,2008-04-12,3488.64666667
NE,NORDESTE,2008-04-12,7282.41625000
S,SUL,2008-04-12,8149.00625000
SE,SUDESTE,2008-04-12,32074.09291667
N,NORTE,2008-04-13,3415.98291667
NE,NORDESTE,2008-04-13,6707.05541667
S,SUL,2008-04-13,6745.74208333
SE,SUDESTE,2008-04-13,28707.43083333
N,NORTE,2008-04-14,3633.85625000
NE,NORDESTE,2008-04-14,7509.39958333
S,SUL,2008-04-14,8477.83708333
SE,SUDESTE,2008-04-14,33706.35125000
N,NORTE,2008-04-15,3693.34625000
NE,NORDESTE,2008-04-15,7616.56500000
S,SUL,2008-04-15,8660.17916667
SE,SUDESTE,2008-04-15,33409.81041667
N,NORTE,2008-04-16,3683.27125000
NE,NORDESTE,2008-04-16,7691.04708333
S,SUL,2008-04-16,8859.93208333
SE,SUDESTE,2008-04-16,33346.17916667
N,NORTE,2008-04-17,3708.69833333
NE,NORDESTE,2008-04-17,7736.80750000
S,SUL,2008-04-17,8997.73958333
SE,SUDESTE,2008-04-17,33855.25833333
N,NORTE,2008-04-18,3736.46750000
NE,NORDESTE,2008-04-18,7762.72541667
S,SUL,2008-04-18,8941.90583333
SE,SUDESTE,2008-04-18,33672.13208333
N,NORTE,2008-04-19,3625.84625000
NE,NORDESTE,2008-04-19,7363.00125000
S,SUL,2008-04-19,7777.69250000
SE,SUDESTE,2008-04-19,30889.30083333
N,NORTE,2008-04-20,3481.54208333
NE,NORDESTE,2008-04-20,6831.43833333
S,SUL,2008-04-20,6364.18625000
SE,SUDESTE,2008-04-20,27435.42708333
N,NORTE,2008-04-21,3471.22083333
NE,NORDESTE,2008-04-21,6881.67875000
S,SUL,2008-04-21,6854.38125000
SE,SUDESTE,2008-04-21,28078.35416667
N,NORTE,2008-04-22,3717.10375000
NE,NORDESTE,2008-04-22,7795.53875000
S,SUL,2008-04-22,8689.31916667
SE,SUDESTE,2008-04-22,32758.09666667
N,NORTE,2008-04-23,3726.49375000
NE,NORDESTE,2008-04-23,7857.60916667
S,SUL,2008-04-23,9022.11125000
SE,SUDESTE,2008-04-23,32837.57166667
N,NORTE,2008-04-24,3709.57708333
NE,NORDESTE,2008-04-24,7931.43416667
S,SUL,2008-04-24,8999.28875000
SE,SUDESTE,2008-04-24,33361.36625000
N,NORTE,2008-04-25,3687.20375000
NE,NORDESTE,2008-04-25,8015.86916667
S,SUL,2008-04-25,9007.65833333
SE,SUDESTE,2008-04-25,33668.58916667
N,NORTE,2008-04-26,3605.37625000
NE,NORDESTE,2008-04-26,7575.24875000
S,SUL,2008-04-26,7930.80625000
SE,SUDESTE,2008-04-26,31119.50500000
N,NORTE,2008-04-27,3466.26958333
NE,NORDESTE,2008-04-27,6959.59750000
S,SUL,2008-04-27,6586.91583333
SE,SUDESTE,2008-04-27,28137.12791667
N,NORTE,2008-04-28,3717.22583333
NE,NORDESTE,2008-04-28,7802.73833333
S,SUL,2008-04-28,8925.67666667
SE,SUDESTE,2008-04-28,33356.74000000
N,NORTE,2008-04-29,3726.02000000
NE,NORDESTE,2008-04-29,7949.11125000
S,SUL,2008-04-29,8878.36666667
SE,SUDESTE,2008-04-29,34364.10125000
N,NORTE,2008-04-30,3689.50500000
NE,NORDESTE,2008-04-30,7970.23833333
S,SUL,2008-04-30,8575.82625000
SE,SUDESTE,2008-04-30,33151.54750000
N,NORTE,2008-05-01,3404.98791667
NE,NORDESTE,2008-05-01,6952.79708333
S,SUL,2008-05-01,6784.01541667
SE,SUDESTE,2008-05-01,27890.93708333
N,NORTE,2008-05-02,3581.82041667
NE,NORDESTE,2008-05-02,7498.15166667
S,SUL,2008-05-02,7974.31166667
SE,SUDESTE,2008-05-02,30817.77750000
N,NORTE,2008-05-03,3485.59291667
NE,NORDESTE,2008-05-03,7350.18125000
S,SUL,2008-05-03,6875.56375000
SE,SUDESTE,2008-05-03,28983.00625000
N,NORTE,2008-05-04,3364.73291667
NE,NORDESTE,2008-05-04,6846.98041667
S,SUL,2008-05-04,6001.81208333
SE,SUDESTE,2008-05-04,26411.62666667
N,NORTE,2008-05-05,3566.63416667
NE,NORDESTE,2008-05-05,7762.85541667
S,SUL,2008-05-05,8150.41000000
SE,SUDESTE,2008-05-05,31218.41916667
N,NORTE,2008-05-06,3586.33333333
NE,NORDESTE,2008-05-06,7902.55416667
S,SUL,2008-05-06,8464.82125000
SE,SUDESTE,2008-05-06,31723.39958333
N,NORTE,2008-05-07,3621.17500000
NE,NORDESTE,2008-05-07,7967.95458333
S,SUL,2008-05-07,8491.48666667
SE,SUDESTE,2008-05-07,31721.07166667
N,NORTE,2008-05-08,3645.77708333
NE,NORDESTE,2008-05-08,7883.52541667
S,SUL,2008-05-08,8583.12541667
SE,SUDESTE,2008-05-08,31899.65250000
N,NORTE,2008-05-09,3685.95791667
NE,NORDESTE,2008-05-09,7817.47958333
S,SUL,2008-05-09,8558.83333333
SE,SUDESTE,2008-05-09,32349.25958333
N,NORTE,2008-05-10,3517.79458333
NE,NORDESTE,2008-05-10,7300.62250000
S,SUL,2008-05-10,7459.10662500
SE,SUDESTE,2008-05-10,30075.91083333
N,NORTE,2008-05-11,3354.02125000
NE,NORDESTE,2008-05-11,6596.91041667
S,SUL,2008-05-11,5924.75395833
SE,SUDESTE,2008-05-11,26295.20041667
N,NORTE,2008-05-12,3644.11041667
NE,NORDESTE,2008-05-12,7476.39500000
S,SUL,2008-05-12,8269.92337500
SE,SUDESTE,2008-05-12,31243.93541667
N,NORTE,2008-05-13,3718.55125000
NE,NORDESTE,2008-05-13,7537.94541667
S,SUL,2008-05-13,8520.47916667
SE,SUDESTE,2008-05-13,32201.99541667
N,NORTE,2008-05-14,3739.36791667
NE,NORDESTE,2008-05-14,7532.41083333
S,SUL,2008-05-14,8668.37966667
SE,SUDESTE,2008-05-14,32295.68833333
N,NORTE,2008-05-15,3714.03291667
NE,NORDESTE,2008-05-15,7528.83250000
S,SUL,2008-05-15,8623.42508333
SE,SUDESTE,2008-05-15,32453.08208333
N,NORTE,2008-05-16,3778.00208333
NE,NORDESTE,2008-05-16,7695.50916667
S,SUL,2008-05-16,8578.22920833
SE,SUDESTE,2008-05-16,32611.99333333
N,NORTE,2008-05-17,3657.70000000
NE,NORDESTE,2008-05-17,7355.86416667
S,SUL,2008-05-17,7603.55062500
SE,SUDESTE,2008-05-17,30068.41250000
N,NORTE,2008-05-18,3532.91291667
NE,NORDESTE,2008-05-18,6746.56291667
S,SUL,2008-05-18,6311.43741667
SE,SUDESTE,2008-05-18,26894.37000000
N,NORTE,2008-05-19,3798.46083333
NE,NORDESTE,2008-05-19,7586.82125000
S,SUL,2008-05-19,8576.69516667
SE,SUDESTE,2008-05-19,32208.67583333
N,NORTE,2008-05-20,3868.27791667
NE,NORDESTE,2008-05-20,7732.30666667
S,SUL,2008-05-20,9020.21266667
SE,SUDESTE,2008-05-20,32996.47875000
N,NORTE,2008-05-21,3810.97875000
NE,NORDESTE,2008-05-21,7718.24875000
S,SUL,2008-05-21,9177.25958333
SE,SUDESTE,2008-05-21,32891.18416667
N,NORTE,2008-05-22,3571.43583333
NE,NORDESTE,2008-05-22,7209.01750000
S,SUL,2008-05-22,7717.87212500
SE,SUDESTE,2008-05-22,29218.38375000
N,NORTE,2008-05-23,3707.37208333
NE,NORDESTE,2008-05-23,7605.22541667
S,SUL,2008-05-23,8587.34645833
SE,SUDESTE,2008-05-23,31206.99791667
N,NORTE,2008-05-24,3619.06416667
NE,NORDESTE,2008-05-24,7335.24000000
S,SUL,2008-05-24,7531.32916667
SE,SUDESTE,2008-05-24,29337.34666667
N,NORTE,2008-05-25,3428.25416667
NE,NORDESTE,2008-05-25,6739.65875000
S,SUL,2008-05-25,6487.51375000
SE,SUDESTE,2008-05-25,26921.56208333
N,NORTE,2008-05-26,3673.23375000
NE,NORDESTE,2008-05-26,7659.80625000
S,SUL,2008-05-26,8399.13975000
SE,SUDESTE,2008-05-26,32022.63750000
N,NORTE,2008-05-27,3747.59375000
NE,NORDESTE,2008-05-27,7649.75208333
S,SUL,2008-05-27,8891.91400000
SE,SUDESTE,2008-05-27,32989.53208333
N,NORTE,2008-05-28,3787.45958333
NE,NORDESTE,2008-05-28,7657.69666667
S,SUL,2008-05-28,8980.86420833
SE,SUDESTE,2008-05-28,33319.77166667
N,NORTE,2008-05-29,3800.16250000
NE,NORDESTE,2008-05-29,7734.33958333
S,SUL,2008-05-29,8881.85812500
SE,SUDESTE,2008-05-29,33143.09375000
N,NORTE,2008-05-30,3797.64375000
NE,NORDESTE,2008-05-30,7760.17708333
S,SUL,2008-05-30,8588.15983333
SE,SUDESTE,2008-05-30,32788.74166667
N,NORTE,2008-05-31,3691.40916667
NE,NORDESTE,2008-05-31,7321.81666667
S,SUL,2008-05-31,7583.01058333
SE,SUDESTE,2008-05-31,29611.50958333
N,NORTE,2008-06-01,3396.33250000
NE,NORDESTE,2008-06-01,6644.21541667
S,SUL,2008-06-01,6472.67366667
SE,SUDESTE,2008-06-01,26065.49458333
N,NORTE,2008-06-02,3661.29958333
NE,NORDESTE,2008-06-02,7382.62333333
S,SUL,2008-06-02,8640.98350000
SE,SUDESTE,2008-06-02,30663.86791667
N,NORTE,2008-06-03,3625.36750000
NE,NORDESTE,2008-06-03,7506.89708333
S,SUL,2008-06-03,9008.38691667
SE,SUDESTE,2008-06-03,31790.36541667
N,NORTE,2008-06-04,3707.98750000
NE,NORDESTE,2008-06-04,7535.31458333
S,SUL,2008-06-04,8852.60229167
SE,SUDESTE,2008-06-04,32238.41875000
N,NORTE,2008-06-05,3687.28958333
NE,NORDESTE,2008-06-05,7572.84583333
